id,start_1,end_1,location_1,start_2,end_2,location_2,start_3,end_3,location_3,start_4,end_4,location_4,start_5,end_5,location_5,start_6,end_6,location_6,start_7,end_7,location_7,start_8,end_8,location_8,start_9,end_9,location_9,start_10,end_10,location_10,start_11,end_11,location_11,start_12,end_12,location_12,start_13,end_13,location_13,start_14,end_14,location_14,fips1,error1,fips2,error2,fips3,error3,fips4,error4,fips5,error5,fips6,error6,fips7,error7,fips8,error8,fips9,error9,fips10,error10,fips11,error11,fips12,error12,fips13,error13,fips14,error14
W000187,1938,1956,"St. Louis, Mo.",1956,1970,"Los Angeles, Calif.",1977.0,1991.0,(California state assembly),1991,Present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29510,,,More than one matched place from Google,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,,,
C000994,1941,1959,"Los Angeles, Los Angeles County, Calif.",1959,1964,"Columbia, Mo.",1964.0,1965.0,"Columbia, Mo.",1965,1985,(United States Navy),1985.0,1987,"San Diego, Calif.",1991,2005,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,06037,,29019,,29019,,,Not a location,06073,,,Not a location,,,,,,,,,,,,,,,,
D000216,1943,1957,"New Haven, New Haven County, Conn.",1957,1961,"Milford, Conn.",1961.0,1964.0,"Tarrytown, N.Y.",1962,1963,"London, England",1964.0,1966,"New York, N.Y.",1976,1979,"New Haven, Conn.",1979,1980,(campaign manager for United States Senator Christopher J. Dodd of Connecticut),1981,1987,"(staff, United States Senator Christopher J. Dodd of Connecticut)",1987,1988,"(executive director, Countdown '87)",1989,1990,"(executive director, EMILY'S List)",1991,present,(Congress),,,,,,,,,,09009,,09009,,36119,,,,36061,,09009,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,
N000172,1960,1978,"Des Moines, Polk County, Iowa",1978,1983,"Decorah, Iowa",1983.0,1985.0,"Des Moines, Iowa",1986,1990,"Delaware County, Iowa",1991.0,2007,(Congress),2007,2009,"(Director, Office of Management and Budget, in the cabinet of President George W. Bush)",,,,,,,,,,,,,,,,,,,,,,,,,19153,,19191,,19153,,19055,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
J000070,1947,1965,"Lake Providence, East Carroll Parish, La.",1965,1969,"Baton Rouge, La.",1969.0,1972.0,"Cambridge, Mass.",1972,1973,"(law clerk for United States District Judge Alvin B. Rubin, Eastern District of Louisiana)",1973.0,1975,"(staff, United States Senator J. Bennett Johnston of Louisiana)",1979,1990,(member of the Louisiana state senate),1991,2009,(Congress),,,,,,,,,,,,,,,,,,,,,,22035,,22033,,25017,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
G000180,1946,1964,"Rahway, Union County, N.J.",1964,1968,(United States Marine Corps),1968.0,1971.0,"Dover, Del.",1971,1973,"Dover, Del.",1991.0,2009,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,34039,,,Not a location,10001,,10001,,,Not a location,,,,,,,,,,,,,,,,,,
O000085,1936,1951,"Honesdale, Wayne County, Pa.",1951,1955,"Troy, N.Y.",1955.0,1956.0,"Medford, Mass.",1956,1958,"Joplin, Mo.",1958.0,1961,"Cambridge, Mass.",1961,1962,"Cambridge, Mass.",1962,1969,"Amherst, Mass.",1969,1972,(Massachusetts state house of representatives),1973,1991,(Massachusetts state senate),1991,2013,(Congress),2013,2023,"Amherst, Mass.",,,,,,,,,,42127,,36083,,25017,,29097,,25017,,25017,,25015,,,Not a location,,Not a location,,Not a location,25015,,,,,,,
C000071,1953,1967,"Midland, Midland County, Mich.",1967,1971,"Midland, Mich.",1973.0,1974.0,"Brighton, England",1974,1975,"Albion, Mich.",1975.0,1978,"San Diego, Calif.",1980,1984,(Michigan state attorney general),1984,1987,"(staff, United States Representative Bill Schuette of Michigan)",1989,1990,(Michigan state house of representatives),1991,2015,(Congress),,,,,,,,,,,,,,,,26111,,26111,,,,,More than one matched place from Google,06073,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,
R000033,1946,1964,"Jamestown, Stutsman County, N.D.",1964,1968,University of Minnesota,1968.0,1973.0,"Washington, D.C.",1974,1978,"Washington, D.C.",1978.0,,Minnesota,1981,1990,Minnesota,1991,2009,(Congress),2009,2020,"Wayzata, Minn.",,,,,,,,,,,,,,,,,,,38093,,27053,,11001,,11001,,,No county matched to string from Google,,No county matched to string from Google,,Not a location,27053,,,,,,,,,,,,,
P000258,1944,1962,"Fargo, Cass County, N.D.",1962,1966,"Moorhead, Minn.",1963.0,1969.0,(United States Army National Guard),1977,1986,(Minnesota state senate),1991.0,2021,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,38017,,27027,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
A000210,1957,1971,"Camden, Camden County, N.J.",1971,1975,"Runnemede, N.J.",1975.0,1979.0,"Lewisburg, Pa.",1979,1982,"Ithaca, N.Y.",1986.0,1990,"Camden County, N.J.",1990,2014,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,34007,,34007,,42119,,36109,,34007,,,Not a location,,,,,,,,,,,,,,,,
S000248,1943,1961,"Mayaguez, P.R.",1961,1964,"New York, N.Y.",1964.0,1966.0,(United States Army),1966,1969,"New York, N.Y.",1969.0,1974,"New York, N.Y.",1975,1990,"New York, N.Y.",1990,2021,(Congress),,,,,,,,,,,,,,,,,,,,,,,No county matched to string from Google,36061,,,Not a location,36061,,36061,,36061,,,Not a location,,,,,,,,,,,,,,
T000067,1941,1959,"Brevard, Transylvania County, N.C.",1959,1963,"Winston-Salem, N.C.",1963.0,1966.0,"Winston-Salem, N.C.",1967,1973,(North Carolina state house of representatives),1973.0,1975,(North Carolina state senate),1991,2007,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,37175,,37067,,37067,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
H000666,1936,1954,"Cincinnati, Hamilton County, Ohio",1954,1958,"Delaware, Ohio",1958.0,1963.0,"Columbus, Ohio",1982,1990,(Ohio state senate),1991.0,2009,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,39061,,39041,,39049,,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
B000589,1949,1964,"Cincinnati, Hamilton County, Ohio",1964,1968,"Cincinnati, Ohio",1968.0,1977.0,(United States Navy),1977,1981,"Cincinnati, Ohio",1981.0,1984,"Union Township, Ohio",1985,1990,(Ohio state house of representatives),1991,2015,(Congress),,,,,,,,,,,,,,,,,,,,,,39061,,39061,,,Not a location,39061,,39025,,,Not a location,,Not a location,,,,,,,,,,,,,,
J000174,1930,1944,"San Antonio, Bexar County, Tex.",1944,1951,"Dallas, Tex.",1951.0,1974.0,(United States Air Force),1974,1979,(United States Air Force),1966.0,1973,(Prisoner of war during the Vietnam War),1985,1991,(Member of the Texas state house of representatives),1991,2019,(Congress),2020,,"Plano, Tex.",,,,,,,,,,,,,,,,,,,48029,,48113,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,48085,,,,,,,,,,,,,
E000063,1951,1969,"Corpus Christi, Nueces County, Tex.",1969,1974,Texas Agricultural & Mechanical University,1974.0,1977.0,(assistant to United States Representative Olin Teague of Texas),1977,1981,"Cambridge, Mass.",1983.0,1990,(member of the Texas state senate),1991,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,48355,,,No county matched to string from Google,,Not a location,25017,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
C000714,1929,1948,"Detroit, Wayne County, Mich.",1948,1950,(Michigan National Guard),1950.0,1954.0,(United States Army),1954,1957,(United States Army Reserve),1957.0,1958,"Detroit, Mich.",1958,1961,"(staff, United States Representative John D. Dingell, Jr., of Michigan)",1959,1964,"Detroit, Mich.",1961,1963,(referee for Michigan workmen's compensation department),1963,2019,"Detroit, Mich.",1965,2017,(Congress),2017,2019,"Detroit, Mich.",2019.0,,"Warren, Mich. (interment at Detroit Memorial Park Cemetery)",,,,,,,26163,,,Not a location,,Not a location,,Not a location,26163,,,Not a location,26163,,,Not a location,26163,,,Not a location,26163,,,Not a location,,,,
S000033,1941,1959,"Brooklyn, Kings County, N.Y.",1959,1964,"Chicago, Ill.",1989.0,,"Cambridge, Mass.",1990,,"Clinton, N.Y.",1972.0,1974,(unsuccessful independent candidate for election to the United States Senate),"1972, 1976, 1986",,(unsuccessful independent candidate for election for governor of Vermont),1981,1989,"Burlington, Vt.",1991,2007,(Congress),2007,2025,(Senate),,,,,,,,,,,,,,,,36047,,17031,,25017,,36065,,,Not a location,,Not a location,50007,,,Not a location,,Not a location,,,,,,,,,,
D000492,1952,1966,"Kansas City, Jackson County, Mo.",1966,1970,"St. Louis, Mo.",1971.0,1975.0,"Claremont, Calif.",1975,1979,"Claremont, Calif.",1979.0,1981,"Kansas City, Mo.",1981,2013,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,29095,,29510,,,More than one matched place from Google,,More than one matched place from Google,29095,,,Not a location,,,,,,,,,,,,,,,,
M000933,1945,1963,"Buffalo, Erie County, N.Y.",1963,1967,"Worcester, Mass.",1967.0,1968.0,"New York, N.Y.",1968,1970,"Pittsburgh, Pa.",1970.0,1978,"(United States Department of Health, Education, and Welfare)",1978,,"Los Angeles, Calif.",1974,1976,"(Congressional Research Service, Library of Congress)",1976,1979,(United States Senate Committee on Appropriations),1979,1982,"Alexandria, Va.",1982,1984,"Alexandria, Va.",1985,1990,"Alexandria, Va.",1991.0,2015,(Congress),,,,,,,36029,,25027,,36061,,42003,,,Not a location,,More than one matched place from Google,,Not a location,,Not a location,51510,,51510,,51510,,,Not a location,,,,
F000339,1940,1957,"Bayonne, Hudson County, N.J.",1957,1962,"Cambridge, Mass.",1962.0,1972.0,"Cambridge, Mass.",1972,1977,"Cambridge, Mass.",1968.0,1971,"Boston, Mass.",1971,1972,"(staff, United States Representative Michael F. Harrington of Massachusetts)",1973,1980,(member of the Massachusetts state legislature),1981,2013,(Congress),,,,,,,,,,,,,,,,,,,34017,,25017,,25017,,25017,,25025,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
H000981,1948,1962,"Riverside, Riverside County, Calif.",1962,1966,"Riverside, Calif.",1966.0,1968.0,"San Diego, Calif.",1969,1971,(United States Army Airborne),1972.0,1976,"San Diego, Calif.",1981,2009,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,06065,,,More than one matched place from Google,06073,,,Not a location,06073,,,Not a location,,,,,,,,,,,,,,,,
L000090,1928,1947,"Budapest, Hungary",1947,1949,"Seattle, Wash.",1949.0,1950.0,"Seattle, Wash.",1950,1953,"Berkeley, Calif.",1953.0,1981,"(various locations, including United States Senate)",1981,2008,(Congress),2008,,"Bethesda, Md.",2008,,"Washington, D.C. (interment at Congressional Cemetery)",,,,,,,,,,,,,,,,,,,,,53033,,53033,,06001,,,Not a location,,Not a location,24031,,,Not a location,,,,,,,,,,,,
R000395,1937,1955,"Barrier, Wayne County, Ky.",1955,1956,"Monticello, Ky.",1956.0,1957.0,"Bowling Green, Ky.",1957,1962,"Lexington, Ky.",1962.0,1964,"Lexington, Ky.",1964,1969,(Kentucky and North Carolina Army National Guard),1969,1980,"Pulaski and Rockcastle Counties, Ky.",1981,present,(Congress),,,,,,,,,,,,,,,,,,,21231,,21231,,21227,,21067,,21067,,,Not a location,21203,,,Not a location,,,,,,,,,,,,
S000303,1939,1953,"Miami, Dade County, Fla.",1953,1957,"Miami, Fla.",1957.0,1961.0,"Deland, Fla.",1961,1963,"Tuscaloosa, Ala.",1963.0,1966,"Deland, Fla.",1968,1969,"Fort Lauderdale, Fla.",1969,1971,"Fort Lauderdale, Fla.",1971,1973,"Fort Lauderdale, Fla.",1973,1975,"Fort Lauderdale, Fla.",1975,1980,"Fort Lauderdale, Fla.",1981,2007,(Congress),2007.0,2013,"Fort Lauderdale, Fla.",,,,,,,12086,,12086,,12127,,01125,,12127,,12011,,12011,,12011,,12011,,12011,,,Not a location,12011,,,,,
S000522,1953,1967,"Rahway, Union County, N.J.",1967,1971,"Perth Amboy, N.J.",1971.0,1975.0,"Ewing, N.J.",1974,1974,"Worcester, England",1978.0,1980,(unsuccessful candidate for election to the Ninety-sixth Congress),1981,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,34039,,34023,,34021,,,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
W000672,1939,1957,"Philadelphia, Philadelphia County, Pa.",1957,1958,"Oxford, Miss.",1958.0,1961.0,"State College, Pa.",1961,1965,"Washington, D.C.",1968.0,1971,"(staff, United States Representative Edward G. Biester, Jr., of Pennsylvania)",1971,1975,"(staff, United States Secretary of the Interior Rogers C.B. Morton)",1981,2015,(Congress),,,,,,,,,,,,,,,,,,,,,,,More than one matched place from Google,28071,,42027,,11001,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
H000874,1939,1953,"New York City, N.Y.",1953,1957,"Suitland, Md.",1957.0,1963.0,"College Park, Md.",1963,1966,"Washington, D.C.",1966.0,1979,(Maryland state senate),1978,1981,(Maryland state board for higher education),1981,Present,(Congress),,,,,,,,,,,,,,,,,,,,,,36061,,,More than one matched place from Google,24033,,11001,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
O000163,1944,1962,"Findlay, Hancock County, Ohio",1962,1966,"Oxford, Ohio",1966.0,1969.0,"Columbus, Ohio",1969,1972,(Federal Bureau of Investigation),1972.0,1981,(Ohio state house of representatives),1981,2007,(Congress),2016,,"McLean, Va.",2016,,"Findlay, Ohio (interment at Maple Grove Cemetery)",,,,,,,,,,,,,,,,,,,39063,,39017,,39049,,,Not a location,,Not a location,,Not a location,51059,,,Not a location,,,,,,,,,,,,
D000355,1926,1938,"Colorado Springs, El Paso County, Colo.",1938,1943,"Washington, D.C.",1943.0,1944.0,"Garrett Park, Md.",1944,1946,(United States Army),1946.0,1949,"Washington, D.C.",1949,1952,"Washington, D.C.",1952,1953,(United States Circuit Judge Theodore Levin),1954,1955,"Wayne County, Mich.",1955,2015,(Congress),2015,2019,"Dearborn, Mich.",2019,,"Arlington, Va. (interment at Arlington National Cemetery)",,,,,,,,,,08041,,11001,,24031,,,Not a location,11001,,11001,,,Not a location,26163,,,Not a location,26163,,,Not a location,,,,,,
H000067,1923,1941,"Fate, Rockwall County, Tex.",1941,1943,"Rockwall, Tex.",1943.0,1945.0,"Fort Worth, Tex.",1945,1947,"Austin, Tex.",1947.0,1951,"Dallas, Tex.",1951,1962,"Rockwall County, Tex.",1962,1972,(Texas state senate),1981,2004,(Congress),2004,2015,(Congress),2015,2019,"Rockwall, Tex.",,,,,,,,,,,,,48397,,48397,,48439,,48453,,48113,,48397,,,Not a location,,Not a location,,Not a location,48397,,,,,,,,,
E000268,1937,1951,"Dothan, Houston County, Ala.",1951,1955,"Midland City, Ala.",1955.0,1959.0,(United States Air Force),1959,1993,"(Various locations in Alabama, as a journalist, newspaper executive, farmer, and contractor)",1993.0,2009,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,01069,,01045,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
B000013,1947,1965,"Birmingham, Jefferson County, Ala.",1965,1969,"Auburn, Ala.",1969.0,1972.0,"Tuscaloosa, Ala.",1972,1983,"(lawyer, private practice)",1983.0,1984,(member of the Alabama state senate),1984,1987,(member of the Alabama state house of representatives),1987,1991,"(member, Alabama state board of education)",1991,1992,"(chairman, Alabama Republican executive committee)",1993,2015,(Congress),2019,present,"(board of directors, Export-Import Bank of the United States)",,,,,,,,,,,,,01073,,01081,,01125,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,
W000738,1937,1955,"Seattle, King County, Wash.",1955,1957,"Seattle, Wash.",1957.0,1980.0,"San Francisco, Calif.",1980,1984,"Indian Valley, Calif.",1984.0,1992,"Petaluma, Calif.",1993,2013,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,53033,,53033,,06075,,,No county matched to string from Google,06097,,,Not a location,,,,,,,,,,,,,,,,
P000419,1961,1979,"Tracy, San Joaquin County, Calif.",1979,1982,"Pomona, Calif.",1982.0,1991.0,"Tracy, San Joaquin County, Calif.",1991,1992,"Tracy, Calif. (city council)",1993.0,2007,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,06077,,06037,,06077,,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
E000215,1942,1960,"New Britain, Hartford County, Conn.",1960,1975,"Redwood City, Calif.",1980.0,1992.0,(Democratic National Committeewoman from California),1981,1982,"(chief of staff, speaker pro tempore of the California state assembly)",1983.0,1992,"San Mateo County, Calif.",1993,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,09003,,06081,,,Not a location,,Not a location,06081,,,Not a location,,,,,,,,,,,,,,,,
F000030,1941,1955,"San Francisco, San Francisco County, Calif.",1955,1959,"Carmel-by-the-Sea, Calif.",1959.0,1963.0,"Salem, Oreg.",1963,1965,(United States Peace Corps),1965.0,1975,(Various locations in California for studies and work),1975,1980,"Monterey County, Calif.",1980,1993,(California state assembly),1993,2017,(Congress),,,,,,,,,,,,,,,,,,,06075,,06053,,41047,,,Not a location,,Not a location,06053,,,Not a location,,Not a location,,,,,,,,,,,,
M000508,1938,1956,"Los Angeles, Los Angeles County, Calif.",1956,1960,"Tujunga, Calif.",1960.0,1985.0,"Provo, Utah",1979,1987,"Santa Clarita Valley, Calif.",1987.0,1992,"Santa Clarita Valley, Calif.",1993,2015,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,06037,,,More than one matched place from Google,49049,,06085,,06085,,,Not a location,,,,,,,,,,,,,,,,
B000287,1958,1976,"Sacramento, Sacramento County, Calif.",1976,1980,"Stanford, Calif.",1980.0,1984.0,"Stanford, Calif.",1986,1987,"(staff, California state senator Art Torres)",1987.0,1990,"(Office of the Attorney General, State of California)",1990,1992,(California state assembly),1993,2017,(Congress),2017,2021,(Attorney general of California),2021,present,"(Secretary of Health and Human Services in the Cabinet of President Joseph R. Biden, Jr.)",,,,,,,,,,,,,,,,06067,,06085,,06085,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,
R000486,1941,1955,"Boyle Heights, Los Angeles County, Calif.",1955,1959,"Alhambra, Calif.",1959.0,1965.0,"Los Angeles, Calif.",1987,1992,(California state assembly),1993.0,2023,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,06037,,06037,,,More than one matched place from Google,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
H000213,1945,1962,"New York, N.Y.",1962,1966,"Northampton, Mass.",1966.0,1969.0,"Cambridge, Mass.",1972,1973,(staff for United States Senator John V. Tunney of California),1974.0,1975,"Washington, D.C.",1975,1977,(United States Senate Judiciary subcommittee on constitutional rights),1977,1978,(The White House),1979,,(Department of Defense),1993,1999,(Congress),2001,2011,(Congress),,,,,,,,,,,,,36061,,25015,,25017,,,Not a location,11001,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,
R000487,1951,1969,"Los Angeles, Los Angeles County, Calif.",1969,1977,"Fullerton, Calif.",1983.0,1993.0,(California state senate),1993,2019,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06037,,06059,,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,,,
C000059,1953,1967,"Corona, Riverside County, Calif.",1967,1971,"Corona, Calif.",1971.0,1973.0,"Rancho Cucamonga, Calif.",1973,1975,"San Diego, Calif.",1975.0,1993,(restaurant manager; business owner),1984,1988,"Riverside County, Calif.",1993,present,(Congress),,,,,,,,,,,,,,,,,,,,,,06065,,06065,,06071,,06073,,,Not a location,06065,,,Not a location,,,,,,,,,,,,,,
F000116,1942,1955,"Pittsburgh, Allegheny County, Pa.",1955,1959,"Queens, N.Y.",1959.0,1963.0,"Ithaca, N.Y.",1965,1969,"Newark, Del.",1969.0,1973,"Ithaca, N.Y.",1970,1992,"San Diego, Calif.",1975,,"(staff, United States Senator Hubert H. Humphrey of Minnesota)",1976,,"(staff, United States Representative Donald M. Fraser of Minnesota)",1979,1983,"(San Diego, Calif., school board)",1984,,"(staff, United States Representative Jim Bates of California)",1987,1992,"(San Diego, Calif., city council)",1990.0,,"(deputy mayor of San Diego, Calif.)",1993.0,2012,(Congress),2012.0,2013.0,"San Diego, Calif. (Mayor)",42003,,36081,,36109,,10003,,36109,,06073,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location
C000243,1939,1953,"Wilmington, New Castle County, Del.",1953,1957,"Wilmington, Del.",1957.0,1961.0,"Clinton, N.Y.",1961,1964,"Washington, D.C.",1965.0,1966,(Deputy attorney general of Delaware),1966,1967,(Delaware state house of representatives),1968,1976,(Delaware state senate),1981,1985,(Lieutenant Governor of Delaware),1985,1992,(Governor of Delaware),1993,2011,(Congress),,,,,,,,,,,,,10003,,10003,,36065,,11001,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,
B000911,1946,1965,"Jacksonville, St. John County, Fla.",1965,1969,"Tallahassee, Fla.",1969.0,1971.0,"Tallahassee, Fla.",1971,1974,"Gainesville, Fla.",1974.0,1983,"Gainesville, Fla., Jacksonville, Fla.",1983,1993,(Florida state house of representatives),1993,2017,(Congress),,,,,,,,,,,,,,,,,,,,,,,More than one matched place from Google,12073,,12073,,12001,,,More than one matched place from Google,,Not a location,,Not a location,,,,,,,,,,,,,,
