id,start_1,end_1,location_1,start_2,end_2,location_2,start_3,end_3,location_3,start_4,end_4,location_4,start_5,end_5,location_5,start_6,end_6,location_6,start_7,end_7,location_7,start_8,end_8,location_8,start_9,end_9,location_9,start_10,end_10,location_10,start_11,end_11,location_11,start_12,end_12,location_12,start_13,end_13,location_13,start_14,end_14,location_14,start_15,end_15,location_15,start_16,end_16,location_16,start_17,end_17,location_17,start_18,end_18,location_18
E000063,1951,1970,"Corpus Christi, Nueces County, Tex.",1970,1974,Texas Agricultural & Mechanical University,1974,1977,Texas (as assistant to U.S. Representative),1977,1981,"Cambridge, Mass.",1981-1983,,Texas (as business executive),1983,1990,Texas (as member of the state senate),1991,2011,Texas (as a Representative),2011,Present,Texas (unsuccessful candidate for reelection),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C000714,1929,1948,"Detroit, Wayne County, Mich.",1948,1950,Michigan National Guard,1950,1954,United States Army,1954,1957,United States Army Reserve,1957-1958,,"Wayne State University, Detroit, Mich.",1958,1961,"Staff, United States Representative John D. Dingell, Jr., of Michigan",1959,1964,"General counsel for three labor locals in Detroit, Mich.",1961,1963,Referee for Michigan workmen’s compensation department,1963,2019,"Executive board member, Detroit, Mich., NAACP",1964,2019,"Executive board member, Detroit, Mich., American Civil Liberties Union",1965,2017,United States Congress,2017,2019,"Detroit, Mich.",,,,,,,,,,,,,,,,,,
S000033,1941,1959,"Brooklyn, Kings County, N.Y.",1959,1964,"Chicago, Ill.",1964,1972,"Various locations (carpenter, journalist)",1972,1981,Vermont (unsuccessful political campaigns),1981-1989,,"Burlington, Vt.",1989,1990,"Cambridge, Mass.",1990,1991,"Clinton, N.Y.",1991,2007,Congress,2007,2025,United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000492,1952,1970,"Kansas City, Jackson County, Mo.",1970,1972,"St. Louis, Mo.",1972,1975,"Claremont, Calif.",1975,1979,"Claremont, Calif.",1979-1981,,"Kansas City, Mo.",1981,2013,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M000933,1945,1963,"Buffalo, Erie County, N.Y.",1963,1967,"Worcester, Mass.",1967,1968,"New York, N.Y.",1968,1970,"Pittsburgh, Pa.",1970-1978,,"Washington D.C. (Department of Health, Education, and Welfare)",1978,,"Los Angeles, Calif.",1978,1979,"Washington D.C. (Congressional Research Service, Library of Congress)",1979,1982,"Alexandria, Va.",1982,1984,"Alexandria, Va. (Vice Mayor)",1985,1990,"Alexandria, Va. (Mayor)",1991,2015,Congress,2015,Present,"Alexandria, Va.",,,,,,,,,,,,,,,,,,
F000339,1940,1957,"Bayonne, Hudson County, N.J.",1957,1962,"Cambridge, Mass.",1962,1972,"Cambridge, Mass.",1972,1977,"Cambridge, Mass.",1968-1971,,"Boston, Mass.",1971,1972,Massachusetts,1973,1980,Massachusetts,1981,2013,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H000981,1948,1966,"Riverside, Riverside County, Calif.",1966,1968,"San Diego, Calif.",1968,1976,"San Diego, Calif.",1969,1971,(U.S. Army Airborne),1976-1981,,Private practice,1981,2009,Congress,2008,,(Presidential Campaign),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L000090,1928,1947,"Budapest, Hungary",1947,1950,"Seattle, Wash.",1950,1953,"Berkeley, Calif.",1953,1981,"Various locations (professor of economics, television journalist, administrative assistant, economic and foreign policy adviser)",1981-2008,,Congress,2008,,"Bethesda, Md.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000395,1937,1955,"Barrier, Wayne County, Ky.",1955,1957,"Bowling Green, Ky.",1957,1962,"Lexington, Ky.",1962,1964,"Lexington, Ky.",1964-1969,,Private practice,1969,1980,"Pulaski and Rockcastle Counties, Ky.",1981,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000303,1939,1957,"Miami, Dade County, Fla.",1957,1961,"Deland, Fla.",1961,1963,"Tuscaloosa, Ala.",1963,1966,"Deland, Fla.",1966-1968,,Private practice,1968,1969,"Fort Lauderdale, Fla.",1969,1971,"Fort Lauderdale, Fla.",1971,1973,"Fort Lauderdale, Fla.",1973,1975,"Fort Lauderdale, Fla.",1975,1980,"Fort Lauderdale, Fla.",1981,2007,Congress,2007,2013,"Fort Lauderdale, Fla.",,,,,,,,,,,,,,,,,,
S000522,1953,1969,"Rahway, Union County, N.J.",1969,1971,"Perth Amboy, N.J.",1971,1975,"Ewing, N.J.",1974,1974,"Worcester, England",1975-1981,,"Businessman, family sporting goods company",1981,Present,"Congress, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W000672,1939,1957,"Philadelphia, Philadelphia County, Pa.",1957,1958,"Oxford, Miss.",1958,1961,"State College, Pa.",1961,1965,"Washington, D.C.",1965-1968,,Private practice,1968,1971,"Staff for U.S. Representative Edward G. Biester, Jr.",1971,1975,U.S. Department of the Interior,1975,1981,Unsuccessful candidate for U.S. House of Representatives,1981,2015,"U.S. House of Representatives, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
H000874,1939,1957,"New York City, N.Y.",1957,1963,"College Park, Md.",1963,1966,"Washington, D.C.",1966,1979,Maryland State Senate,1978-1981,,Maryland State Board for Higher Education,1981,Present,U.S. Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O000163,1944,1962,"Findlay, Hancock County, Ohio",1962,1966,"Oxford, Ohio",1966,1969,"Columbus, Ohio",1969,1972,(FBI),1972-1981,,Ohio,1981,2007,Congress,2007,2016,"McLean, Va.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000355,1926,1938,"Colorado Springs, El Paso County, Colo.",1938,1943,"Washington, D.C.",1944,1946,(U.S. Army),1946,1949,"Washington, D.C.",1949-1952,,"Washington, D.C.",1952,1953,"Wayne County, Mich.",1953,1955,"Wayne County, Mich.",1955,2015,Michigan,2015,2019,"Dearborn, Mich.",,,,,,,,,,,,,,,,,,,,,,,,,,,
H000067,1923,1941,"Fate, Rockwall County, Tex.",1941,1943,"Rockwall, Tex.",1943,1945,"Fort Worth, Tex.",1945,1946,(U.S. Navy),1946-1947,,"Austin, Tex.",1947,1951,"Dallas, Tex.",1951,1981,Private practice and business executive,1950,1962,"Rockwall County, Tex.",1962,1972,Texas state senate,1981,2004,Congress (Democrat),2004,2015,Congress (Republican),2015,2019,"Rockwall, Tex.",,,,,,,,,,,,,,,,,,
E000268,1937,1955,"Dothan, Houston County, Ala.",1955,1959,United States Air Force,1959,1961,"Enterprise, Ala.",1961,1993,"Various (journalist, newspaper executive, farmer, contractor)",1993-2009,,Congress,2009,Present,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000013,1947,1965,"Birmingham, Jefferson County, Ala.",1965,1969,"Auburn, Ala.",1969,1972,"Tuscaloosa, Ala.",1972,1983,Private practice,1983-1984,,Alabama state senate,1984,1987,Alabama state house of representatives,1987,1991,Alabama state board of education,1991,1992,Alabama Republican executive committee,1993,2015,Congress,2019,Present,"Board of directors, Export-Import Bank of the United States",,,,,,,,,,,,,,,,,,,,,,,,
W000738,1937,1955,"Seattle, King County, Wash.",1955,1957,"University of Washington, Seattle, Wash.",1957,1980,"San Francisco, Calif.",1980,1984,"Marin Community College, Indian Valley, Calif.",1984-1992,,"Petaluma, Calif.",1993,2013,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000419,1961,1979,"Tracy, San Joaquin County, Calif.",1979,1982,"Pomona, Calif.",1982,1991,"Tracy, San Joaquin County, Calif. (as a farmer and rancher)",1991,1992,"Tracy, Calif. (as a city council member)",1993-2007,,Congress,2007,2010,Unsuccessful campaigns,2010,Present,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E000215,1942,1960,"New Britain, Hartford County, Conn.",1960,1975,"Redwood City, Calif.",1975,1980,"Redwood City, Calif.",1980,1992,California,1981-1982,,California State Assembly,1983,1992,"San Mateo County, Calif.",1993,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000030,1941,1959,"San Francisco, San Francisco County, Calif.",1959,1963,"Carmel-by-the-Sea, Calif.",1963,1965,"Salem, Oreg.",1965,1975,Various locations (Peace Corps),1975-1980,,"Monterey County, Calif.",1980,1993,California State Assembly,1993,2017,"Congress, Washington D.C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M000508,1938,1956,"Los Angeles, Los Angeles County, Calif.",1956,1985,"Tujunga, Calif.",1985,1987,"Provo, Utah",1979,1987,"Santa Clarita Valley, Calif.",1987-1992,,"Santa Clarita Valley, Calif.",1993,2015,Congress,2015,Present,Likely still in California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000287,1958,1976,"Sacramento, Sacramento County, Calif.",1976,1984,"Stanford, Calif.",1984,1986,Private practice,1986,1987,"Staff, California state senator Art Torres",1987-1990,,"Office of the Attorney General, State of California",1990,1992,California state assembly,1993,2017,Congress,2017,2021,Attorney general of California,2021,present,"Secretary of Health and Human Services in the Cabinet of President Joseph R. Biden, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,
R000486,1941,1959,"Boyle Heights, Los Angeles County, Calif.",1959,1965,"Alhambra, Calif.",1965,1987,"Los Angeles, Calif.",1987,1992,California State Assembly,1993-2023,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H000213,1945,1962,"New York, N.Y.",1962,1966,"Los Angeles, Calif.",1966,1969,"Northampton, Mass.",1969,1972,"Cambridge, Mass.",1972-1973,,California,1974,1975,"Washington, D.C.",1975,1977,"Washington, D.C.",1977,1978,The White House,1979,,Department of Defense,1993,1999,Congress,1998,,California,2001,2011,Congress,,,,,,,,,,,,,,,,,,
R000487,1951,1969,"Los Angeles, Los Angeles County, Calif.",1969,1977,"Fullerton, Calif.",1977,1983,Business owner and corporate tax manager,1983,1993,California state senate,1993-2019,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C000059,1953,1971,"Corona, Riverside County, Calif.",1971,1973,"Rancho Cucamonga, Calif.",1973,1975,"San Diego, Calif.",1975,1993,"Various locations (restaurant manager, business owner)",1984-1988,,"Riverside County, Calif.",1993,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000116,1942,1959,"Pittsburgh, Allegheny County, Pa.",1959,1963,"Queens, N.Y.",1963,1969,"Ithaca, N.Y.",1969,1970,"Newark, Del.",1970-1975,,"San Diego, Calif.",1975,1976,Minnesota,1976,1979,"San Diego, Calif.",1979,1983,"San Diego, Calif.",1984,1987,"San Diego, Calif.",1987,1992,"San Diego, Calif.",1993,2012,Congress,2012,2013,"San Diego, Calif.",,,,,,,,,,,,,,,,,,
C000243,1939,1957,"Wilmington, New Castle County, Del.",1957,1961,"Clinton, N.Y.",1961,1964,"Washington, D.C.",1964,1965,Private practice,1965-1966,,Delaware,1966,1967,Delaware,1968,1976,Delaware,1981,1985,Delaware,1985,1992,Delaware,1993,2011,Congress,2011,,Delaware,,,,,,,,,,,,,,,,,,,,,
B000911,1946,1965,"Jacksonville, St. John County, Fla.",1965,1969,"Tallahassee, Fla.",1969,1971,"Tallahassee, Fla.",1971,1974,"Gainesville, Fla.",1974-1983,,"Gainesville, Fla. and Jacksonville, Fla.",1983,1993,Florida,1993,2017,Congress,2017,2022,Unsuccessful campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M000689,1943,1961,"Binghamton, Broome County, N.Y.",1961,1965,"Miami, Fla.",1965,1967,"Gainesville, Fla.",1967,1977,"Miami, Fla. (Businessman)",1977-1981,,Florida (State House of Representatives),1981,1985,Florida (Staff for Senator Paula F. Hawkins),1985,1993,Florida (Businessman),1993,2017,Florida (Congress),2017,2021,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,
A000022,1942,1960,"Brooklyn, Kings County, N.Y.",1960,1965,"Flushing, N.Y.",1965,1966,"Jamaica, N.Y.",1966,1979,"Brooklyn, N.Y. (as a teacher)",1979-1983,,New York State Senate,1983,2013,"Congress, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000299,1954,1972,"Havana, Cuba; Madrid, Spain",1972,1976,"Sarasota, Fla.",1976,1979,"Cleveland, Ohio",1979,1987,Private practice in Florida,1987-1989,,Florida State House of Representatives,1989,1992,Florida State Senate,1993,2011,Congress,2011,Present,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H000324,1936,1953,"Altamonte Springs, Seminole County, Fla.",1953,1958,"Nashville, Tenn.",1958,1960,"Washington, D.C.",1960,1963,"Tallahassee, Fla.",1963-1977,,"Private practice, Fla.",1977,1979,"Broward County, Fla.",1979,1989,Southern District of Florida,1993,2021,"Congress, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000220,1955,1973,"Bryan, Brazos County, Tex.",1973,1974,"East Lansing, Mich.",1974,1978,"Athens, Ga.",1978,1985,Business executive (Location not specified),1985-1993,,Georgia State House of Representatives,1993,2015,Congress,2014,,Unsuccessful Senate run (Location not specified),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000490,1947,1964,"Mobile, Mobile County, Ala.",1964,1968,"Atlanta, Ga. (Morehouse College)",1968,1971,"Atlanta, Ga. (Emory University)",1969,1971,United States Army,1971-1977,,"Atlanta, Ga. (Private practice)",1977,1991,Georgia State House of Representatives,1991,1993,Georgia State Senate,1993,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000410,1941,1959,"Los Angeles, Los Angeles County, Calif.",1959,1962,"University of California, Los Angeles, Calif.",1962,1965,"University of California School of Law, Los Angeles, Calif.",1965,1973,Private practice,1966-1967,,VISTA volunteer,1973,1982,California state assembly,1983,2013,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000463,1930,1946,"Tarpon Springs, Pinellas County, Fla.",1946,1949,"Clairton, Pa.",1949,1959,"Pittsburgh, Pa.",1959,1960,"Washington, D.C.",1960-1963,,"Gainesville, Fla.",1950,1954,(US Air Force),1963,1983,"Tarpon Springs, Fla. and New Port Richey, Fla.",1983,2007,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000586,1936,1956,"Utica, Oneida County, N.Y.",1956,1958,United States Army,1958,1961,"Utica, N.Y.",1961,1979,"Staff for U.S. Representative, N.Y.",1979-1982,,"Oneida County, N.Y.",1982,2007,Congress,2007,2021,"New Hartford, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M000523,1955,1974,"Atlanta, Fulton County, Ga.",1974,1978,"Los Angeles, Calif.",1978,1984,"Medford, Mass.",1984,1988,"Atlanta, Ga.",1988-1992,,Georgia,1993,2003,Congress,2005,2007,Congress,2008,,Presidential Campaign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L000321,1942,1960,"Deer River, Itasca County, Minn.",1960,1964,"Duluth, Minn.",1964,1967,"Duluth, Minn.",1967,1969,(United States Air Force),1969-1977,,Georgia (as a dentist),1977,1992,Georgia (as a president of a lending institution),1976,1980,Georgia (state house of representatives),1982,1990,Georgia (state house of representatives),1993,2011,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000657,1946,1964,"Washington County, Va.",1964,1968,"Salem, Va.",1968,1971,"Charlottesville, Va.",1971,1974,Private practice,1974-1983,,Virginia State Senate,1983,2011,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000515,1946,1964,"Albany, Dougherty County, Ga.",1964,1968,"Marshall, Ill.",1968,1974,"Chicago, Ill.",1974,1994,"Chicago, Ill.",1994-1998,,"Chicago, Ill.",1963,1968,(U.S. Army),1983,1993,"Chicago, Ill.",1993,2023,Congress,1990,2022,Illinois,1999,,"Chicago, Ill. (Mayoral Candidate)",2023,Present,Unknown,,,,,,,,,,,,,,,,,,,,,
G000535,1953,1970,"Chicago, Cook County, Ill.",1970,1974,"Northeastern Illinois University, Chicago, Ill.",1974,1984,Illinois state department of children and family services,1984,1985,"Chicago, Ill., mayor’s office subcommittee on infrastructure",1985-1986,,"West Town-26th Ward Independent Political Organization, Chicago, Ill.",1986,1993,"Chicago, Ill., city council",1993,2019,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001138,1944,1962,"Rockford, Winnebago County, Ill.",1962,1967,"Washington, D.C.",1967,1970,"Milwaukee, Wis.",1970,1993,Private practice,1993-2013,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001149,1938,1957,"Indianapolis, Marion County, Ind.",1957,1958,"Indianapolis, Ind.",1958,1959,"Cincinnati, Ohio",1959,1962,(U.S. Army and U.S. Army reserve),1962-1967,,"Indianapolis, Ind. (Businessman)",1967,1968,Indiana (State House of Representatives),1969,1970,Indiana (State Senate),1970,1977,"Indianapolis, Ind. (Businessman)",1977,1980,Indiana (State House of Representatives),1981,1982,Indiana (State Senate),1983,2013,Congress,,,,,,,,,,,,,,,,,,,,,
B001203,1958,1976,"Rensselaer, Jasper County, Ind.",1976,1980,"Charlestown, S.C.",1980,1984,"Valparaiso, Ind.",1984,1987,United States Army,1987-1988,,Indiana,1988,1991,Operation Desert Shield and Desert Storm,1993,2011,Congress,2011,Present,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L000293,1946,1964,"McKell, Greenup County, Ky.",1964,1969,"Lexington, Ky.",1969,1972,"McKell, Greenup County, Ky.",1972,1980,"Pensacola, Fla.",1980-1981,,"Pasadena, Calif.",1981,1994,"Morehead, Ky.",1994,2009,Congress,2009,Present,"White Mills, Ky.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C000754,1954,1972,"Nashville, Davidson County, Tenn.",1972,1975,"Groton, Mass.",1975,1977,"Chapel Hill, N.C.",1977,1980,"Oxford, England",1980-1983,,"Cambridge, Mass.",1983,1995,Congress,1995,2003,Investment banker,2003,2023,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W000784,1951,1969,"Philadelphia, Montgomery County, Pa.",1969,1973,"Pittsburgh, Pa.",1973,1977,"Washington, D.C.",1977,1982,"Prince George's County, Md.",1983-1987,,Maryland,1987,1993,Maryland,1993,2008,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000208,1926,1944,"Moreland, Jefferson County, Ky.",1944,1947,"Takoma Park, Md.",1947,1952,"College Park, Md.",1952,1954,"Loma Linda, Calif.",1954-1956,,"Washington, D.C.",1956,1982,"(Various locations, not specified)",1982,1993,"(Various locations, not specified)",1993,2013,Congress,2013,,(Location not specified),,,,,,,,,,,,,,,,,,,,,,,,,,,
M000627,1956,1974,"Lowell, Middlesex County, Mass.",1974,1978,"University of Massachusetts, Lowell, Mass.",1978,1981,"Boston, Mass.",1981,1983,"Boston, Mass.",1983-1987,,"Cambridge, Mass.",1984,1985,"Lowell, Mass.",1978,1979,"Lowell, Mass.",1979,1981,Massachusetts,1981,1984,Massachusetts,1985,1986,Massachusetts,1986,1993,Massachusetts,1993,2007,Congress,2007,Present,"Lowell, Mass.",,,,,,,,,,,,,,,
E000250,1951,1969,"Rock Island, Rock Island County, Ill.",1969,1971,United States Marine Corps,1971,1974,"Rock Island, Ill.",1974,1977,"Washington, D.C.",1977-1983,,Private practice,1983,2007,Congress,2007,2014,"East Moline, Ill.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001045,1952,1970,"Milwaukee, Milwaukee County, Wis.",1970,1972,"Gladstone, Mich.",1972,1977,"University Center, Mich.",1977,1981,"Lansing, Mich.",1972-1973,,"Escanaba, Mich.",1973,1984,Michigan,1989,1990,Michigan,1993,2011,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H000676,1953,1971,"Groningen, Netherlands",1971,1975,"Holland, Mich.",1975,1977,"Ann Arbor, Mich.",1977,1993,Michigan,1993-2011,,Congress,2011,2017,Michigan,2017,2021,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E000092,1934,1952,"Pipestone, Pipestone County, Minn.",1952,1956,"Grand Rapids, Mich.",1956,1966,"Berkeley, Calif.",1966,2017,"Grand Rapids, Mich.",1975-1983,,"Kent County, Mich.",1983,1985,Michigan State House of Representatives,1985,1993,Michigan State Senate,1993,2011,U.S. Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J000163,1935,1953,"Chicago, Cook County, Ill.",1953,1957,"Cambridge, Mass.",1957,1958,"London, UK",1958,1977,(Teaching),1977-1982,,Connecticut,1983,2007,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000009,1946,1964,"Toledo, Lucas County, Ohio",1964,1968,"Madison, Wis.",1968,1974,"Ann Arbor, Mich.",1974,1975,"Manchester, England",1975-1977,,National Center for Urban Ethnic Affairs,1977,1979,Executive Office of the President,1979,1981,"Cambridge, Mass.",1981,1983,"Toledo-Lucas County, Ohio",1983,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000288,1933,1951,"Mattoon, Coles County, Ill.",1951,1955,"Charleston, Ill.",1955,1957,United States Army,1957,1993,Unknown,1993-2009,,Congress,2009,2018,"Troy, Mich.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T000193,1948,1964,"Bolton, Hinds County, Miss.",1964,1968,"Tougaloo, Miss.",1968,1972,"Jackson, Miss.",1972,1993,"Bolton, Miss.",1993-Present,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L000263,1931,1949,"Detroit, Wayne County, Mich.",1949,1952,"Chicago, Ill.",1952,1954,"New York, N.Y.",1954,1957,"Cambridge, Mass.",1957-1965,,Private practice,1965,1970,Michigan,1970,1974,Michigan (Governor candidate),1977,1981,United States Agency for International Development,1983,2019,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,
M000639,1954,1972,"New York, N.Y.",1972,1976,"Jersey City, N.J.",1976,1979,"Newark, N.J.",1979,2006,Private practice,1974-1978,,"Union City, N.J.",1978,1982,"Union City, N.J.",1986,1992,"Union City, N.J.",1987,1991,New Jersey,1991,1993,New Jersey,1993,2006,Congress,2006,2025,U.S. Senate,,,,,,,,,,,,,,,,,,,,,
K000210,1944,1961,"New York, New York County, N.Y.",1961,1965,"Brooklyn Heights, N.Y.",1965,1968,"Notre Dame, Ind.",1968,1973,(New York Army National Guard),1972-1974,,"Nassau County, N.Y.",1977,1981,"Hempstead, N.Y.",1981,1993,"Nassau County, N.Y.",1993,2021,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N000002,1947,1965,"Brooklyn, Kings County, New York",1965,1969,"New York, N.Y. (Columbia University)",1969,1972,"New York, N.Y.",1972,1977,New York state assembly,1977-1992,,New York state assembly,1992,Present,"U.S. Congress, Washington D.C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000081,1953,1974,"Yabucoa, P.R.",1974,1976,"Rio Piedras, P.R.",1976,1981,"Humacao, P.R.",1981,1983,"New York, N.Y.",1983-1984,,"New York, N.Y.",1984,1986,"New York, N.Y.",1986,1989,Puerto Rico,1989,1992,Puerto Rico,1993,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,
M000087,1946,1968,"Greensboro, Guilford County, N.C.",1968,1972,"Greensboro, N.C.",1972,1975,"New York, N.Y.",1975,1976,"New York, N.Y.",1977-1979,,"New York, N.Y.",1979,1982,"New York, N.Y.",1982,1992,"New York, N.Y.",1993,2023,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
